title,description,genre,website_url,image_url,description_length,id,k_means_cluster
Australia Debates,"The funniest minds in Australia debate the findings of three issues uncovered by the Australia Talks national survey, asking 60,000 Australians 600 questions, and come to their own conclusions.","Comedy, Panel and discussion",https://iview.abc.net.au/show/australia-debates,https://cdn.iview.abc.net.au/thumbs/i/fr/FR2011H_60d9063d71acf_1920.jpg,29,83,1
Australia Remastered: Australia's Oceans,"Explore the incredible diversity of ocean wildlife, and how as environmental changes heat the globe, life is changing for everything beneath the waves and along the coasts.",Family,https://iview.abc.net.au/show/australia-remastered-australia-s-oceans,https://cdn.iview.abc.net.au/thumbs/i/do/DO1840H_5f72cb486a57c.jpg,27,84,5
Australia Remastered: Forces of Nature,"Hosted and narrated by Aaron Pedersen, this series explores the apocalyptic natural forces that nature inflicts upon Australia. As the climate changes, Australian wildlife must keep pace to survive.","Documentary, Family",https://iview.abc.net.au/show/australia-remastered-forces-of-nature,https://cdn.iview.abc.net.au/thumbs/i/do/DO1843H_61e63b061838f.jpg,29,85,2
Australia Remastered: Nature's Great Divide,The hard line that separates the natural worlds of Asia from Australia is the leaping off point for amazing wild stories. The strong currents along the Wallace Line creates parallel narratives of fascinating differences.,"Documentary, Family",https://iview.abc.net.au/show/australia-remastered-nature-s-great-divide,https://cdn.iview.abc.net.au/thumbs/i/do/DO1955H_619c51e12d498_3600.jpg,34,86,10
Australia Remastered: Wild Australians,"Explore some of Australia's most iconic and fascinating animals. From mysterious orca to the iconic kangaroo, intelligent parrots and the secret lives of reptiles, all have evolved to survive across the Australian landscape.",Family,https://iview.abc.net.au/show/australia-remastered-wild-australians,https://cdn.iview.abc.net.au/thumbs/i/do/DO1847H_5f3633e957a52_1280.jpg,33,87,13
Australia Remastered: Wild Treasures,Australia's diverse and unique landscapes and ecosystems are unparalleled. Aaron Pedersen showcases unique places of ecological significance and natural beauty where animals have adapted to their particular habitats.,Family,https://iview.abc.net.au/show/australia-remastered-wild-treasures,https://cdn.iview.abc.net.au/thumbs/i/do/DO1841H_5fd194bcbeb98_1920.jpg,28,88,3
Australia Remastered: Wild Wars,"Life in Australia is a battle. Shaped by the challenges of epic environments the creatures of the island continent compete for mating rights, to eat, and avoid being eaten.","Documentary, Family",https://iview.abc.net.au/show/australia-remastered-wild-wars,https://cdn.iview.abc.net.au/thumbs/i/do/DO1842H_601b82f2d40cb_1280.jpg,29,89,2
Australia's Ocean Odyssey: A Journey Down The East Australian Current,"A landmark documentary series that takes a spectacular journey from the Great Barrier Reef down to Antarctica, revealing the ocean currents that create life on our planet, and what we can do to protect our planet's beating blue heart.","Documentary, Family",https://iview.abc.net.au/show/australia-s-ocean-odyssey-a-journey-down-the-east-australian-current,https://cdn.iview.abc.net.au/thumbs/i/do/DO1809H_5ecf4fc864fe2_1280.jpg,39,90,2
Australia Talks 2019,"In 2019, the ABC asked people across the country about issues important to us as a nation. In this special, hosts Annabel Crabb and Waleed Aly uncover some unexpected and surprising insights into what Aussies are actually talking about.",Panel and discussion,https://iview.abc.net.au/show/australia-talks-2019/video/DO1811H001S00,https://cdn.iview.abc.net.au/thumbs/i/do/DO1811H001S00_5ddcb7b95350d_1280.jpg,39,91,1
Australia Talks 2021,"Discover what your neighbours believe, what other states reckon, and exactly what the whole country thinks about pretty much everything. Hosted by Annabel Crabb and Nazeem Hussain.",Panel and discussion,https://iview.abc.net.au/show/australia-talks-2021/video/FA2011H001S00,https://cdn.iview.abc.net.au/thumbs/i/fa/FA2011H001S00_60b988e580d62.jpg,27,92,1
Australian Of The Year Profiles 2022,"Celebrate the achievements of our 2022 Australian of the Year, Young Australian of the Year, Senior Australian of the Year and Australia's Local Hero award winners.",Arts and culture,https://iview.abc.net.au/show/australian-of-the-year-profiles-2022,https://cdn.iview.abc.net.au/thumbs/i/rk/RK2102C_61d507966b5a5.jpg,26,93,13
Australian Story,"Putting the 'real' back into reality TV, the award-winning series with no narrator and no agendas, just authentic stories told in people's own words. For 25 years we have been telling the stories of extraordinary Australians.","Documentary, News and current affairs",https://iview.abc.net.au/show/australian-story,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2102Q_61f72309d6d18_3600.jpg,36,94,4
Author Talk: Leigh Hobbs,"Meet award-winning author Leigh Hobbs in this interview presented by Sydney Opera House. Hear about his process, how he creates characters, and his illustrations, with questions from school students across the country. Stages 2-4 English, Art.",Education,https://iview.abc.net.au/show/author-talk-leigh-hobbs/video/ZW1071A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW1071A001S00_5afa3ce19941a_1280.jpg,36,95,11
Auto Focus,"A successful TV star and former actor of Hogan's Heroes, Bob Crane finds himself descending into the underbelly of Hollywood as he hides a troubled life behind his successful image.","Drama, Movies",https://iview.abc.net.au/show/auto-focus/video/ZW3002A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3002A001S00_60c16f3f918fe_1920.jpg,30,96,0
Back In Time For Dinner: Education Shorts,"In this series we explore a home from a dfferent decade in each episode. For use in Stage 1 History, students gain an insight into how their parents, grandparents and even great grandparents may have lived. Stages 1-3 HSIE, English",Education,https://iview.abc.net.au/show/back-in-time-for-dinner-education-shorts,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1896H_5c490e1dd1ec1_1280.jpg,40,97,11
Back In Time For Dinner,"Guided by Annabel Crabb, an Aussie family goes on a time-travelling adventure to discover how the food we eat has transformed the way we live, the fabric of the nation and defined family roles over the past 60 years.","Documentary, Family",https://iview.abc.net.au/show/back-in-time-for-dinner,https://cdn.iview.abc.net.au/thumbs/i/do/DO1703H_5b0f550e99bd0_1280.jpg,39,98,2
Back In Very Small Business,"Don Angel, a trumped-up small businessman seeks validation through his small business kingdom, but finds unexpected solace from his odd squad of employees.",Comedy,https://iview.abc.net.au/show/back-in-very-small-business,https://cdn.iview.abc.net.au/thumbs/i/co/CO1701V_5b8895fe2b139_1280.jpg,23,99,1
Back Roads Kids,"We travel to Australia's remote towns and regions to talk to kids from some of this country's most remarkable and inspiring communities. Early Stage 1 - Stage 2 HSIE, English.",Education,https://iview.abc.net.au/show/back-roads-kids,https://cdn.iview.abc.net.au/thumbs/i/ck/CK1756V_5a3b3e7fe84f8_1280.jpg,30,100,11
Back Roads,Take a road less travelled and visit some of the small towns and communities that make Australia special. Heather Ewart and guest presenters return to discover more remarkable stories and inspiring people you'll never forget.,Lifestyle,https://iview.abc.net.au/show/back-roads,https://cdn.iview.abc.net.au/thumbs/i/rf/RF2127V_61c50d0a36fbe_1920.jpg,35,101,12
Back To Earth: Stargazing Live,"Following each night's Stargazing Live broadcast on ABC, Back to Earth allows viewers to journey deeper into the ideas explored on the main show and ask questions of both Brian Cox and a panel of expert scientists.","Documentary, Panel and discussion",https://iview.abc.net.au/show/back-to-earth-stargazing-live,https://cdn.iview.abc.net.au/thumbs/i/dc/DC1716H_5b0748dec66a1_1280.jpg,37,102,10
Bad Influencer,"By 23, Belle Gibson had cultivated a global following online after successfully treating her own terminal cancer with alternative natural therapies. But there was one problem with Belle's story: she never had cancer.",Documentary,https://iview.abc.net.au/show/bad-influencer/video/ZW2921A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2921A001S00_60e243c609535.jpg,33,103,10
Bad Nature,"Join Marv the Mandrill, Gloria the Puma and a madcap menagerie of misfits as they delve into the disgusting, but truly amazing things that animals do.",Family,https://iview.abc.net.au/show/bad-nature,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2922A_6180c59e72456.jpg,26,104,2
Ballerina,"An orphan girl dreams of becoming a ballerina and flees her rural Brittany for Paris, where she passes for someone else and accedes to the position of pupil at the Grand Opera house.",Family,https://iview.abc.net.au/show/ballerina/video/ZW2101A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2101A001S00_5de5e05884ea9.jpg,33,105,0
Ballet Now,"This film captures the creative process behind the scenes at the famed Dorothy Chandler Pavilion - bringing dancers, choreographers and styles from all over the world together for three magical nights of performances.","Arts and culture, Documentary, Family",https://iview.abc.net.au/show/ballet-now/video/ZW2691A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2691A001S00_60caa8b2cbb79_1920.jpg,33,106,13
Bananas In Pyjamas,"The Bananas explore their town of Cuddlestown with their best friends Rat In A Hat and teddies - Lulu, Morgan and Amy.",Kids,https://iview.abc.net.au/show/bananas-in-pyjamas,https://cdn.iview.abc.net.au/thumbs/i/ch/CH1142H_5afb98a825672_1575.jpg,22,107,9
Bangarra's World,Join the dancers and creatives during Bangarra Dance Theatre's 30th anniversary as they travel Australia; stage major dance works and show us what it's like to inhibit some of the most iconic roles in Australian dance.,"Arts and culture, Documentary",https://iview.abc.net.au/show/bangarra-s-world,https://cdn.iview.abc.net.au/thumbs/i/ar/AR1942H_60e24872c4eb5_1280.jpg,36,108,13
Barrenjoey Road,"This three part series follows the true crime story of Barrenjoey Road, starting with the mystery of 18 year old Trudie Adams' disappearance 40 years ago, leading to the dark heart of Australia in present day.",Documentary,https://iview.abc.net.au/show/barrenjoey-road,https://cdn.iview.abc.net.au/thumbs/i/do/DO1714H_5bebaaac8dafc_1280.jpg,36,109,5
Barrie Cassidy's One Plus One,"Barrie Cassidy returns for a new season of One Plus One, with a series of in-depth conversations exploring how Australians have coped during COVID-19 pandemic.","Arts and culture, Panel and discussion",https://iview.abc.net.au/show/barrie-cassidy-s-one-plus-one,https://cdn.iview.abc.net.au/thumbs/i/nc/NC2131H_6195c5d02e20a_3600.jpg,25,110,1
The Beautiful Bush,Australia has a long history of artists who have taken inspiration from the unique environment they live in. This Landline series looks at the people and places that celebrate the bush through art and photography.,News and current affairs,https://iview.abc.net.au/show/beautiful-bush,https://cdn.iview.abc.net.au/thumbs/i/ra/RA2108Q_612c29095cd7c_1920.jpg,35,111,8
The Beautiful Lie,"A reimagining of Tolstoy's Anna Karenina. It's about love, fidelity, seduction, commitment, jealousy, and mad passion. Love that saves and love that destroys.",Drama,https://iview.abc.net.au/show/beautiful-lie,https://cdn.iview.abc.net.au/thumbs/i/dr/DR1402V_6194841ce638f_1920.jpg,23,112,9
Becca's Bunch,"Becca has an innate curiosity and a wonderful way of looking at things. Her can-do attitude allows her big ideas to take flight on the most fantastical adventures with her three best friends Stewy, Pedro and Sylvia.",Kids,https://iview.abc.net.au/show/becca-s-bunch,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW0310A_5b600f4a5c83b.jpg,37,113,9
Bed Of Roses,"An Australian comedy drama which centres on Louisa Atherton, who tries to make ends meet when she discovers her husband has died in the arms of another woman, leaving her broke.","Comedy, Drama",https://iview.abc.net.au/show/bed-of-roses,https://cdn.iview.abc.net.au/thumbs/i/dr/DR0604V_60dbf716ce0d7_1920.jpg,31,114,0
Bee Cause,"Bee Cause is a series about the importance of bees in Australian agriculture - from their vital role in pollinating crops, to producing honey, and the efforts to protect them.",News and current affairs,https://iview.abc.net.au/show/bee-cause,https://cdn.iview.abc.net.au/thumbs/i/ra/RA2007Q_61a59dcd50b54.jpg,30,115,4
Beethoven Celebration Berlin,"In 2020, Ludwig van Beethoven is the focus of the Staatskapelle Berlin's suberb open-air concert featuring star violinist Anne-Sophie Mutter playing Beethoven's Violin Romances Nos. 1 and 2.",Arts and culture,https://iview.abc.net.au/show/beethoven-celebration-berlin/video/ZW3091A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW3091A001S00_6124670d2dc44.jpg,28,116,13
Beethoven Emperor Concerto,"Gerard Willems was the first Australian to record the complete piano music of Beethoven. Hear the complete fifth Piano Concerto, the 'Emperor', recorded here with Sinfonia Australis and Antony Walker.",Arts and culture,https://iview.abc.net.au/show/beethoven-emperor-concerto/video/ZW2491A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2491A001S00_5fc5d9c5ce9e3.jpg,30,117,13
Being Frank: The Frank Gardner Story,"Sixteen years after being shot by Al-Qaeda, broadcast journalist and author Frank Gardner explores what it's like to suddenly become disabled, meeting others with life-changing injuries.",Documentary,https://iview.abc.net.au/show/being-frank-the-frank-gardner-story/video/ZW2652A001S00,https://cdn.iview.abc.net.au/thumbs/i/zw/ZW2652A001S00_603db627d902c.jpg,26,118,13
